"","Var1","variable","Covariance","treatment"
"363","WaterSolP","NH4",0.0965514793748247,"Control2"
"364","TotalP2","NH4",0.200868592978303,"Control2"
"365","Drywt","PO4",0.00635413490860828,"Control2"
"366","NO3","PO4",-0.00401264058919183,"Control2"
"367","NH4","PO4",0.00346871643528057,"Control2"
"368","PO4","PO4",0.000156941722952106,"Control2"
"369","ResinP","PO4",-0.000793358602510129,"Control2"
"370","WaterSolP","PO4",0.00436846188190476,"Control2"
"371","TotalP2","PO4",0.0090882790960773,"Control2"
"372","Drywt","ResinP",-0.0321208885465892,"Control2"
"373","NO3","ResinP",0.0202843633314013,"Control2"
"374","NH4","ResinP",-0.0175347636806429,"Control2"
"375","PO4","ResinP",-0.000793358602510129,"Control2"
"376","ResinP","ResinP",0.00401051970334812,"Control2"
"377","WaterSolP","ResinP",-0.0220830812135557,"Control2"
"378","TotalP2","ResinP",-0.0459423043615129,"Control2"
"379","Drywt","WaterSolP",0.176866900774414,"Control2"
"380","NO3","WaterSolP",-0.111691570157017,"Control2"
"381","NH4","WaterSolP",0.0965514793748247,"Control2"
"382","PO4","WaterSolP",0.00436846188190476,"Control2"
"383","ResinP","WaterSolP",-0.0220830812135557,"Control2"
"384","WaterSolP","WaterSolP",0.121595830953625,"Control2"
"385","TotalP2","WaterSolP",0.252971613007214,"Control2"
"386","Drywt","TotalP2",0.36795920407464,"Control2"
"387","NO3","TotalP2",-0.232366491847119,"Control2"
"388","NH4","TotalP2",0.200868592978303,"Control2"
"389","PO4","TotalP2",0.0090882790960773,"Control2"
"390","ResinP","TotalP2",-0.0459423043615129,"Control2"
"391","WaterSolP","TotalP2",0.252971613007214,"Control2"
"392","TotalP2","TotalP2",0.526289729553955,"Control2"
"393","Drywt","Drywt",0.170869935404597,"Manure10tha"
"394","NO3","Drywt",0.00762516003009611,"Manure10tha"
"395","NH4","Drywt",-0.0546757391967053,"Manure10tha"
"396","PO4","Drywt",-0.37177756953048,"Manure10tha"
"397","ResinP","Drywt",0.152015969859526,"Manure10tha"
"398","WaterSolP","Drywt",-0.166317455849572,"Manure10tha"
"399","TotalP2","Drywt",0.00715241980588189,"Manure10tha"
"400","Drywt","NO3",0.00762516003009611,"Manure10tha"
"401","NO3","NO3",0.000771984695504263,"Manure10tha"
"402","NH4","NO3",0.00691683881350563,"Manure10tha"
"403","PO4","NO3",-0.00973983987702553,"Manure10tha"
"404","ResinP","NO3",0.012092601216797,"Manure10tha"
"405","WaterSolP","NO3",-0.00574980272405949,"Manure10tha"
"406","TotalP2","NO3",0.0124032826234228,"Manure10tha"
"407","Drywt","NH4",-0.0546757391967053,"Manure10tha"
"408","NO3","NH4",0.00691683881350563,"Manure10tha"
"409","NH4","NH4",0.220292644062127,"Manure10tha"
"410","PO4","NH4",0.267449048958339,"Manure10tha"
"411","ResinP","NH4",0.0664195593963745,"Manure10tha"
"412","WaterSolP","NH4",0.0894620350850651,"Manure10tha"
"413","TotalP2","NH4",0.259620321492119,"Manure10tha"
"414","Drywt","PO4",-0.37177756953048,"Manure10tha"
"415","NO3","PO4",-0.00973983987702553,"Manure10tha"
"416","NH4","PO4",0.267449048958339,"Manure10tha"
"417","PO4","PO4",0.917630780685585,"Manure10tha"
"418","ResinP","PO4",-0.246507851494218,"Manure10tha"
"419","WaterSolP","PO4",0.388409066884521,"Manure10tha"
"420","TotalP2","PO4",0.176204764137513,"Manure10tha"
"421","Drywt","ResinP",0.152015969859526,"Manure10tha"
"422","NO3","ResinP",0.012092601216797,"Manure10tha"
"423","NH4","ResinP",0.0664195593963745,"Manure10tha"
"424","PO4","ResinP",-0.246507851494218,"Manure10tha"
"425","ResinP","ResinP",0.200525985167406,"Manure10tha"
"426","WaterSolP","ResinP",-0.127402391616668,"Manure10tha"
"427","TotalP2","ResinP",0.154964121854309,"Manure10tha"
"428","Drywt","WaterSolP",-0.166317455849572,"Manure10tha"
"429","NO3","WaterSolP",-0.00574980272405949,"Manure10tha"
"430","NH4","WaterSolP",0.0894620350850651,"Manure10tha"
"431","PO4","WaterSolP",0.388409066884521,"Manure10tha"
"432","ResinP","WaterSolP",-0.127402391616668,"Manure10tha"
"433","WaterSolP","WaterSolP",0.16836345824348,"Manure10tha"
"434","TotalP2","WaterSolP",0.0398453456384988,"Manure10tha"
"435","Drywt","TotalP2",0.00715241980588189,"Manure10tha"
"436","NO3","TotalP2",0.0124032826234228,"Manure10tha"
"437","NH4","TotalP2",0.259620321492119,"Manure10tha"
"438","PO4","TotalP2",0.176204764137513,"Manure10tha"
"439","ResinP","TotalP2",0.154964121854309,"Manure10tha"
"440","WaterSolP","TotalP2",0.0398453456384988,"Manure10tha"
"441","TotalP2","TotalP2",0.3385501119945,"Manure10tha"
"442","Drywt","Drywt",0.0331486889955459,"Manure10thaTSP"
"443","NO3","Drywt",-0.00853570170766017,"Manure10thaTSP"
"444","NH4","Drywt",0.0551688259879346,"Manure10thaTSP"
"445","PO4","Drywt",-0.0431432330368414,"Manure10thaTSP"
"446","ResinP","Drywt",-0.114312573945214,"Manure10thaTSP"
"447","WaterSolP","Drywt",-0.0641576012613067,"Manure10thaTSP"
"448","TotalP2","Drywt",0.0351946945469916,"Manure10thaTSP"
"449","Drywt","NO3",-0.00853570170766017,"Manure10thaTSP"
"450","NO3","NO3",0.0358277287763139,"Manure10thaTSP"
"451","NH4","NO3",-0.080268062475135,"Manure10thaTSP"
"452","PO4","NO3",-0.246545530281838,"Manure10thaTSP"
"453","ResinP","NO3",-0.0976640083218944,"Manure10thaTSP"
"454","WaterSolP","NO3",-0.220723030433077,"Manure10thaTSP"
"455","TotalP2","NO3",-0.23061925092857,"Manure10thaTSP"
"456","Drywt","NH4",0.0551688259879346,"Manure10thaTSP"
"457","NO3","NH4",-0.080268062475135,"Manure10thaTSP"
"458","NH4","NH4",0.261898913880732,"Manure10thaTSP"
"459","PO4","NH4",0.390335711588315,"Manure10thaTSP"
"460","ResinP","NH4",0.0792606742130069,"Manure10thaTSP"
"461","WaterSolP","NH4",0.242203924756505,"Manure10thaTSP"
"462","TotalP2","NH4",0.601526879165024,"Manure10thaTSP"
"463","Drywt","PO4",-0.0431432330368414,"Manure10thaTSP"
"464","NO3","PO4",-0.246545530281838,"Manure10thaTSP"
"465","NH4","PO4",0.390335711588315,"Manure10thaTSP"
"466","PO4","PO4",2.07819613837796,"Manure10thaTSP"
"467","ResinP","PO4",1.10089839792602,"Manure10thaTSP"
"468","WaterSolP","PO4",2.02891051876663,"Manure10thaTSP"
"469","TotalP2","PO4",1.5340678511249,"Manure10thaTSP"
"470","Drywt","ResinP",-0.114312573945214,"Manure10thaTSP"
"471","NO3","ResinP",-0.0976640083218944,"Manure10thaTSP"
"472","NH4","ResinP",0.0792606742130069,"Manure10thaTSP"
"473","PO4","ResinP",1.10089839792602,"Manure10thaTSP"
"474","ResinP","ResinP",0.88431959458826,"Manure10thaTSP"
"475","WaterSolP","ResinP",1.06027101467649,"Manure10thaTSP"
"476","TotalP2","ResinP",0.768986665860561,"Manure10thaTSP"
"477","Drywt","WaterSolP",-0.0641576012613067,"Manure10thaTSP"
"478","NO3","WaterSolP",-0.220723030433077,"Manure10thaTSP"
"479","NH4","WaterSolP",0.242203924756505,"Manure10thaTSP"
"480","PO4","WaterSolP",2.02891051876663,"Manure10thaTSP"
"481","ResinP","WaterSolP",1.06027101467649,"Manure10thaTSP"
"482","WaterSolP","WaterSolP",2.13776023511861,"Manure10thaTSP"
"483","TotalP2","WaterSolP",1.18202710750074,"Manure10thaTSP"
"484","Drywt","TotalP2",0.0351946945469916,"Manure10thaTSP"
"485","NO3","TotalP2",-0.23061925092857,"Manure10thaTSP"
"486","NH4","TotalP2",0.601526879165024,"Manure10thaTSP"
"487","PO4","TotalP2",1.5340678511249,"Manure10thaTSP"
"488","ResinP","TotalP2",0.768986665860561,"Manure10thaTSP"
"489","WaterSolP","TotalP2",1.18202710750074,"Manure10thaTSP"
"490","TotalP2","TotalP2",1.78490761767973,"Manure10thaTSP"
"491","Drywt","Drywt",0.448192100507893,"Manure50kgha"
"492","NO3","Drywt",-0.0196365134867943,"Manure50kgha"
"493","NH4","Drywt",0.0482068197933074,"Manure50kgha"
"494","PO4","Drywt",-0.052284482124232,"Manure50kgha"
"495","ResinP","Drywt",-0.241851396115495,"Manure50kgha"
"496","WaterSolP","Drywt",-0.0680499826646104,"Manure50kgha"
"497","TotalP2","Drywt",0.315807444376514,"Manure50kgha"
"498","Drywt","NO3",-0.0196365134867943,"Manure50kgha"
"499","NO3","NO3",0.0387105300786278,"Manure50kgha"
"500","NH4","NO3",0.0925288699061984,"Manure50kgha"
"501","PO4","NO3",0.016567943121381,"Manure50kgha"
"502","ResinP","NO3",0.0319348694499498,"Manure50kgha"
"503","WaterSolP","NO3",0.00991345297251635,"Manure50kgha"
"504","TotalP2","NO3",0.00304998753034991,"Manure50kgha"
"505","Drywt","NH4",0.0482068197933074,"Manure50kgha"
"506","NO3","NH4",0.0925288699061984,"Manure50kgha"
"507","NH4","NH4",0.263444775710568,"Manure50kgha"
"508","PO4","NH4",0.0124908829209851,"Manure50kgha"
"509","ResinP","NH4",0.0336525767608297,"Manure50kgha"
"510","WaterSolP","NH4",-0.00502637849115249,"Manure50kgha"
"511","TotalP2","NH4",0.0361310650549198,"Manure50kgha"
"512","Drywt","PO4",-0.052284482124232,"Manure50kgha"
"513","NO3","PO4",0.016567943121381,"Manure50kgha"
"514","NH4","PO4",0.0124908829209851,"Manure50kgha"
"515","PO4","PO4",0.0257875535794909,"Manure50kgha"
"516","ResinP","PO4",0.0311298804032545,"Manure50kgha"
"517","WaterSolP","PO4",0.0227864092301552,"Manure50kgha"
"518","TotalP2","PO4",0.00211235511870284,"Manure50kgha"
"519","Drywt","ResinP",-0.241851396115495,"Manure50kgha"
"520","NO3","ResinP",0.0319348694499498,"Manure50kgha"
"521","NH4","ResinP",0.0336525767608297,"Manure50kgha"
"522","PO4","ResinP",0.0311298804032545,"Manure50kgha"
"523","ResinP","ResinP",0.144378709320532,"Manure50kgha"
"524","WaterSolP","ResinP",0.0362389025042966,"Manure50kgha"
"525","TotalP2","ResinP",-0.172587492574996,"Manure50kgha"
"526","Drywt","WaterSolP",-0.0680499826646104,"Manure50kgha"
"527","NO3","WaterSolP",0.00991345297251635,"Manure50kgha"
"528","NH4","WaterSolP",-0.00502637849115249,"Manure50kgha"
"529","PO4","WaterSolP",0.0227864092301552,"Manure50kgha"
"530","ResinP","WaterSolP",0.0362389025042966,"Manure50kgha"
"531","WaterSolP","WaterSolP",0.0220647267213678,"Manure50kgha"
"532","TotalP2","WaterSolP",-0.0169883256598251,"Manure50kgha"
"533","Drywt","TotalP2",0.315807444376514,"Manure50kgha"
"534","NO3","TotalP2",0.00304998753034991,"Manure50kgha"
"535","NH4","TotalP2",0.0361310650549198,"Manure50kgha"
"536","PO4","TotalP2",0.00211235511870284,"Manure50kgha"
"537","ResinP","TotalP2",-0.172587492574996,"Manure50kgha"
"538","WaterSolP","TotalP2",-0.0169883256598251,"Manure50kgha"
"539","TotalP2","TotalP2",0.304289565541112,"Manure50kgha"
"540","Drywt","Drywt",0.578585935582105,"TripleSuperPhosphate"
"541","NO3","Drywt",0.162002906984728,"TripleSuperPhosphate"
"542","NH4","Drywt",0.1151661095546,"TripleSuperPhosphate"
"543","PO4","Drywt",-0.173053496972387,"TripleSuperPhosphate"
"544","ResinP","Drywt",-0.22209790850663,"TripleSuperPhosphate"
"545","WaterSolP","Drywt",-0.125623275196965,"TripleSuperPhosphate"
"546","TotalP2","Drywt",-0.152204951021962,"TripleSuperPhosphate"
"547","Drywt","NO3",0.162002906984728,"TripleSuperPhosphate"
"548","NO3","NO3",0.0609440434305705,"TripleSuperPhosphate"
"549","NH4","NO3",-0.00861288559106386,"TripleSuperPhosphate"
"550","PO4","NO3",-0.0129363564049907,"TripleSuperPhosphate"
"551","ResinP","NO3",-0.0562110914625948,"TripleSuperPhosphate"
"552","WaterSolP","NO3",-0.024420139155632,"TripleSuperPhosphate"
"553","TotalP2","NO3",-0.0922124718332868,"TripleSuperPhosphate"
"554","Drywt","NH4",0.1151661095546,"TripleSuperPhosphate"
"555","NO3","NH4",-0.00861288559106386,"TripleSuperPhosphate"
"556","NH4","NH4",0.195438588494372,"TripleSuperPhosphate"
"557","PO4","NH4",-0.152502143103924,"TripleSuperPhosphate"
"558","ResinP","NH4",-0.0588477296251878,"TripleSuperPhosphate"
"559","WaterSolP","NH4",-0.0332716247884497,"TripleSuperPhosphate"
"560","TotalP2","NH4",0.171331698904994,"TripleSuperPhosphate"
"561","Drywt","PO4",-0.173053496972387,"TripleSuperPhosphate"
"562","NO3","PO4",-0.0129363564049907,"TripleSuperPhosphate"
"563","NH4","PO4",-0.152502143103924,"TripleSuperPhosphate"
"564","PO4","PO4",0.142218560840738,"TripleSuperPhosphate"
"565","ResinP","PO4",0.079656981590124,"TripleSuperPhosphate"
"566","WaterSolP","PO4",0.0544857608347461,"TripleSuperPhosphate"
"567","TotalP2","PO4",-0.094810397592052,"TripleSuperPhosphate"
"568","Drywt","ResinP",-0.22209790850663,"TripleSuperPhosphate"
"569","NO3","ResinP",-0.0562110914625948,"TripleSuperPhosphate"
"570","NH4","ResinP",-0.0588477296251878,"TripleSuperPhosphate"
"571","PO4","ResinP",0.079656981590124,"TripleSuperPhosphate"
"572","ResinP","ResinP",0.0875630135231005,"TripleSuperPhosphate"
"573","WaterSolP","ResinP",0.052659655201556,"TripleSuperPhosphate"
"574","TotalP2","ResinP",0.0405337526575781,"TripleSuperPhosphate"
"575","Drywt","WaterSolP",-0.125623275196965,"TripleSuperPhosphate"
"576","NO3","WaterSolP",-0.024420139155632,"TripleSuperPhosphate"
"577","NH4","WaterSolP",-0.0332716247884497,"TripleSuperPhosphate"
"578","PO4","WaterSolP",0.0544857608347461,"TripleSuperPhosphate"
"579","ResinP","WaterSolP",0.052659655201556,"TripleSuperPhosphate"
"580","WaterSolP","WaterSolP",0.04077177763731,"TripleSuperPhosphate"
"581","TotalP2","WaterSolP",0.0206433896654239,"TripleSuperPhosphate"
"582","Drywt","TotalP2",-0.152204951021962,"TripleSuperPhosphate"
"583","NO3","TotalP2",-0.0922124718332868,"TripleSuperPhosphate"
"584","NH4","TotalP2",0.171331698904994,"TripleSuperPhosphate"
"585","PO4","TotalP2",-0.094810397592052,"TripleSuperPhosphate"
"586","ResinP","TotalP2",0.0405337526575781,"TripleSuperPhosphate"
"587","WaterSolP","TotalP2",0.0206433896654239,"TripleSuperPhosphate"
"588","TotalP2","TotalP2",0.276266747993685,"TripleSuperPhosphate"
"589","Drywt","Drywt",0.00853883743905978,"Willow10tha"
"590","NO3","Drywt",-0.0265811341101728,"Willow10tha"
"591","NH4","Drywt",-0.0342316022372712,"Willow10tha"
"592","PO4","Drywt",-0.0356071028262881,"Willow10tha"
"593","ResinP","Drywt",-0.0181503060058267,"Willow10tha"
"594","WaterSolP","Drywt",-0.0188434912795447,"Willow10tha"
"595","TotalP2","Drywt",0.0394944753036568,"Willow10tha"
"596","Drywt","NO3",-0.0265811341101728,"Willow10tha"
"597","NO3","NO3",0.102317819531139,"Willow10tha"
"598","NH4","NO3",0.164577695026605,"Willow10tha"
"599","PO4","NO3",0.136013082740568,"Willow10tha"
"600","ResinP","NO3",0.0410368273550657,"Willow10tha"
"601","WaterSolP","NO3",0.0663540452293761,"Willow10tha"
"602","TotalP2","NO3",-0.116133594963763,"Willow10tha"
"603","Drywt","NH4",-0.0342316022372712,"Willow10tha"
"604","NO3","NH4",0.164577695026605,"Willow10tha"
"605","NH4","NH4",0.309207565857216,"Willow10tha"
"606","PO4","NH4",0.21735537784104,"Willow10tha"
"607","ResinP","NH4",0.0269220614086638,"Willow10tha"
"608","WaterSolP","NH4",0.0983519731627003,"Willow10tha"
"609","TotalP2","NH4",-0.138139427999388,"Willow10tha"
"610","Drywt","PO4",-0.0356071028262881,"Willow10tha"
"611","NO3","PO4",0.136013082740568,"Willow10tha"
"612","NH4","PO4",0.21735537784104,"Willow10tha"
"613","PO4","PO4",0.180850246379245,"Willow10tha"
"614","ResinP","PO4",0.0557995550432123,"Willow10tha"
"615","WaterSolP","PO4",0.0884733543774777,"Willow10tha"
"616","TotalP2","PO4",-0.155933024445507,"Willow10tha"
"617","Drywt","ResinP",-0.0181503060058267,"Willow10tha"
"618","NO3","ResinP",0.0410368273550657,"Willow10tha"
"619","NH4","ResinP",0.0269220614086638,"Willow10tha"
"620","PO4","ResinP",0.0557995550432123,"Willow10tha"
"621","ResinP","ResinP",0.0507999162424095,"Willow10tha"
"622","WaterSolP","ResinP",0.0339739710977781,"Willow10tha"
"623","TotalP2","ResinP",-0.0893322584807194,"Willow10tha"
"624","Drywt","WaterSolP",-0.0188434912795447,"Willow10tha"
"625","NO3","WaterSolP",0.0663540452293761,"Willow10tha"
"626","NH4","WaterSolP",0.0983519731627003,"Willow10tha"
"627","PO4","WaterSolP",0.0884733543774777,"Willow10tha"
"628","ResinP","WaterSolP",0.0339739710977781,"Willow10tha"
"629","WaterSolP","WaterSolP",0.0446091214149392,"Willow10tha"
"630","TotalP2","WaterSolP",-0.0844783103265846,"Willow10tha"
"631","Drywt","TotalP2",0.0394944753036568,"Willow10tha"
"632","NO3","TotalP2",-0.116133594963763,"Willow10tha"
"633","NH4","TotalP2",-0.138139427999388,"Willow10tha"
"634","PO4","TotalP2",-0.155933024445507,"Willow10tha"
"635","ResinP","TotalP2",-0.0893322584807194,"Willow10tha"
"636","WaterSolP","TotalP2",-0.0844783103265846,"Willow10tha"
"637","TotalP2","TotalP2",0.185043415871137,"Willow10tha"
"638","Drywt","Drywt",0.633025315745347,"Willow10thaTSP"
"639","NO3","Drywt",0.0592965902866259,"Willow10thaTSP"
"640","NH4","Drywt",0.148140340474236,"Willow10thaTSP"
"641","PO4","Drywt",-0.350755690046743,"Willow10thaTSP"
"642","ResinP","Drywt",-0.00981948731860977,"Willow10thaTSP"
"643","WaterSolP","Drywt",-0.536590846912748,"Willow10thaTSP"
"644","TotalP2","Drywt",-0.392930206846704,"Willow10thaTSP"
"645","Drywt","NO3",0.0592965902866259,"Willow10thaTSP"
"646","NO3","NO3",0.0311816557464901,"Willow10thaTSP"
"647","NH4","NO3",0.102421758296374,"Willow10thaTSP"
"648","PO4","NO3",-0.00418534581601598,"Willow10thaTSP"
"649","ResinP","NO3",0.0354326218449158,"Willow10thaTSP"
"650","WaterSolP","NO3",-0.0152006278911917,"Willow10thaTSP"
"651","TotalP2","NO3",-0.0315992894132758,"Willow10thaTSP"
"652","Drywt","NH4",0.148140340474236,"Willow10thaTSP"
"653","NO3","NH4",0.102421758296374,"Willow10thaTSP"
"654","NH4","NH4",0.340720267257475,"Willow10thaTSP"
"655","PO4","NH4",0.0142427599085006,"Willow10thaTSP"
"656","ResinP","NH4",0.119865164857324,"Willow10thaTSP"
"657","WaterSolP","NH4",-0.00877740721589309,"Willow10thaTSP"
"658","TotalP2","NH4",-0.0741461789617281,"Willow10thaTSP"
"659","Drywt","PO4",-0.350755690046743,"Willow10thaTSP"
"660","NO3","PO4",-0.00418534581601598,"Willow10thaTSP"
"661","NH4","PO4",0.0142427599085006,"Willow10thaTSP"
"662","PO4","PO4",0.289629010108117,"Willow10thaTSP"
"663","ResinP","PO4",0.125615112064104,"Willow10thaTSP"
"664","WaterSolP","PO4",0.437134218644228,"Willow10thaTSP"
"665","TotalP2","PO4",0.227804619337956,"Willow10thaTSP"
"666","Drywt","ResinP",-0.00981948731860977,"Willow10thaTSP"
"667","NO3","ResinP",0.0354326218449158,"Willow10thaTSP"
"668","NH4","ResinP",0.119865164857324,"Willow10thaTSP"
"669","PO4","ResinP",0.125615112064104,"Willow10thaTSP"
"670","ResinP","ResinP",0.15173132877667,"Willow10thaTSP"
"671","WaterSolP","ResinP",0.184591909631261,"Willow10thaTSP"
"672","TotalP2","ResinP",0.018838775597975,"Willow10thaTSP"
"673","Drywt","WaterSolP",-0.536590846912748,"Willow10thaTSP"
"674","NO3","WaterSolP",-0.0152006278911917,"Willow10thaTSP"
"675","NH4","WaterSolP",-0.00877740721589309,"Willow10thaTSP"
"676","PO4","WaterSolP",0.437134218644228,"Willow10thaTSP"
"677","ResinP","WaterSolP",0.184591909631261,"Willow10thaTSP"
"678","WaterSolP","WaterSolP",0.662901137585441,"Willow10thaTSP"
"679","TotalP2","WaterSolP",0.346973681658246,"Willow10thaTSP"
"680","Drywt","TotalP2",-0.392930206846704,"Willow10thaTSP"
"681","NO3","TotalP2",-0.0315992894132758,"Willow10thaTSP"
"682","NH4","TotalP2",-0.0741461789617281,"Willow10thaTSP"
"683","PO4","TotalP2",0.227804619337956,"Willow10thaTSP"
"684","ResinP","TotalP2",0.018838775597975,"Willow10thaTSP"
"685","WaterSolP","TotalP2",0.346973681658246,"Willow10thaTSP"
"686","TotalP2","TotalP2",0.24524385356766,"Willow10thaTSP"
"687","Drywt","Drywt",0.00508112325494883,"Willow50kgha"
"688","NO3","Drywt",-0.00194694416193514,"Willow50kgha"
"689","NH4","Drywt",0.0059170414947527,"Willow50kgha"
"690","PO4","Drywt",0.0106953989676345,"Willow50kgha"
"691","ResinP","Drywt",0.0093900636749387,"Willow50kgha"
"692","WaterSolP","Drywt",0.0159575511736684,"Willow50kgha"
"693","TotalP2","Drywt",-0.0628725810883838,"Willow50kgha"
"694","Drywt","NO3",-0.00194694416193514,"Willow50kgha"
"695","NO3","NO3",0.00160669947111503,"Willow50kgha"
"696","NH4","NO3",-0.00475478832509975,"Willow50kgha"
"697","PO4","NO3",0.00488719046119516,"Willow50kgha"
"698","ResinP","NO3",0.0130548081953377,"Willow50kgha"
"699","WaterSolP","NO3",0.00187254111703085,"Willow50kgha"
"700","TotalP2","NO3",-0.0331668411439904,"Willow50kgha"
"701","Drywt","NH4",0.0059170414947527,"Willow50kgha"
"702","NO3","NH4",-0.00475478832509975,"Willow50kgha"
"703","NH4","NH4",0.0140799559453823,"Willow50kgha"
"704","PO4","NH4",-0.0135144796179763,"Willow50kgha"
"705","ResinP","NH4",-0.0371949532619698,"Willow50kgha"
"706","WaterSolP","NH4",-0.00450123446968881,"Willow50kgha"
"707","TotalP2","NH4",0.0922700847976331,"Willow50kgha"
"708","Drywt","PO4",0.0106953989676345,"Willow50kgha"
"709","NO3","PO4",0.00488719046119516,"Willow50kgha"
"710","NH4","PO4",-0.0135144796179763,"Willow50kgha"
"711","PO4","PO4",0.116318372215183,"Willow50kgha"
"712","ResinP","PO4",0.193617277993543,"Willow50kgha"
"713","WaterSolP","PO4",0.116972367607047,"Willow50kgha"
"714","TotalP2","PO4",-0.730102058222853,"Willow50kgha"
"715","Drywt","ResinP",0.0093900636749387,"Willow50kgha"
"716","NO3","ResinP",0.0130548081953377,"Willow50kgha"
"717","NH4","ResinP",-0.0371949532619698,"Willow50kgha"
"718","PO4","ResinP",0.193617277993543,"Willow50kgha"
"719","ResinP","ResinP",0.339557334883474,"Willow50kgha"
"720","WaterSolP","ResinP",0.184025676779631,"Willow50kgha"
"721","TotalP2","ResinP",-1.22403425191745,"Willow50kgha"
"722","Drywt","WaterSolP",0.0159575511736684,"Willow50kgha"
"723","NO3","WaterSolP",0.00187254111703085,"Willow50kgha"
"724","NH4","WaterSolP",-0.00450123446968881,"Willow50kgha"
"725","PO4","WaterSolP",0.116972367607047,"Willow50kgha"
"726","ResinP","WaterSolP",0.184025676779631,"Willow50kgha"
"727","WaterSolP","WaterSolP",0.124234004800745,"Willow50kgha"
"728","TotalP2","WaterSolP",-0.728799170806497,"Willow50kgha"
"729","Drywt","TotalP2",-0.0628725810883838,"Willow50kgha"
"730","NO3","TotalP2",-0.0331668411439904,"Willow50kgha"
"731","NH4","TotalP2",0.0922700847976331,"Willow50kgha"
"732","PO4","TotalP2",-0.730102058222853,"Willow50kgha"
"733","ResinP","TotalP2",-1.22403425191745,"Willow50kgha"
"734","WaterSolP","TotalP2",-0.728799170806497,"Willow50kgha"
"735","TotalP2","TotalP2",4.58710097236703,"Willow50kgha"
